epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,724.47,0.97935,1.03306,1.13991,0.58919,0.70157,0.66233,0.52254,0.87173,1.03499,1.11033,0.003862,0.003862,0.003862
33,746.922,0.97539,1.0322,1.12735,0.58086,0.72979,0.67304,0.53547,0.83487,1.06486,1.08871,0.003664,0.003664,0.003664
34,769.489,0.96817,1.02139,1.13139,0.59095,0.64348,0.65392,0.51969,0.85205,1.10082,1.12207,0.003466,0.003466,0.003466
35,791.742,0.96193,1.01715,1.11769,0.63441,0.72304,0.66821,0.53034,0.84258,1.04612,1.1019,0.003268,0.003268,0.003268
36,814.826,0.94598,0.9826,1.11022,0.55518,0.72991,0.68324,0.54208,0.85585,1.05901,1.08629,0.00307,0.00307,0.00307
37,837.713,0.92711,0.9617,1.09617,0.55231,0.71885,0.62919,0.49102,0.83046,1.15344,1.08068,0.002872,0.002872,0.002872
38,861.333,0.89615,0.94383,1.0823,0.60893,0.70654,0.66815,0.54565,0.82775,1.04864,1.08049,0.002674,0.002674,0.002674
39,885.017,0.89848,0.93203,1.08313,0.5793,0.66355,0.63315,0.52086,0.78668,1.07841,1.05203,0.002476,0.002476,0.002476
40,907.629,0.88187,0.91925,1.08401,0.63985,0.70394,0.66488,0.52481,0.88065,1.07733,1.11146,0.002278,0.002278,0.002278
41,941.499,0.83759,0.85652,1.06736,0.63889,0.71843,0.68121,0.55065,0.80698,1.00297,1.08252,0.00208,0.00208,0.00208
42,964.741,0.819,0.81136,1.06029,0.6034,0.69513,0.65394,0.53803,0.79007,1.04441,1.06517,0.001882,0.001882,0.001882
43,988.857,0.78119,0.77674,1.03712,0.62935,0.69428,0.68678,0.54969,0.82468,1.03231,1.07231,0.001684,0.001684,0.001684
44,1012.84,0.76993,0.76107,1.03364,0.63697,0.71284,0.6841,0.55146,0.80961,1.02612,1.06845,0.001486,0.001486,0.001486
45,1036.96,0.76615,0.74077,1.03184,0.65543,0.63251,0.68215,0.56463,0.75938,0.98525,1.04689,0.001288,0.001288,0.001288
46,1061.57,0.73381,0.70638,1.01102,0.64009,0.69793,0.69249,0.56187,0.75599,0.94716,1.04782,0.00109,0.00109,0.00109
47,1083.56,0.73586,0.6947,1.01354,0.67286,0.71051,0.69853,0.56759,0.75696,0.99546,1.04329,0.000892,0.000892,0.000892
48,1106.82,0.7027,0.6588,0.99674,0.63114,0.68513,0.66045,0.55372,0.75794,1.04355,1.0458,0.000694,0.000694,0.000694
49,1130.17,0.69151,0.65462,0.99688,0.6494,0.71215,0.68833,0.57314,0.74295,0.9602,1.02797,0.000496,0.000496,0.000496
50,1154.14,0.67237,0.62686,0.98331,0.67677,0.67785,0.6962,0.57786,0.74956,0.97259,1.03195,0.000298,0.000298,0.000298
